Comment,Designator,Footprint,LCSC Part #
0.1uF,C1 C2 C12 C13 C30 C31 C40,C0603,C14663
0.33uF,C3,C0603,C1615
1nF,C4 C5 C6 C7 C8 C9 C10 C11 C22 C23 C24 C25 C26 C27 C28 C29,C0805,C1791
78L05F,IC5,SOT89,C71136
4051D,IC7 IC8,SO16,C87239
TL074,IC1 IC2 IC3 IC4,SO14,C12594
