Comment,Designator,Footprint,LCSC Part #
0.1uF,C31 C36 C37 C38 C39,C0603,C14663
1k,R27 R29 R31 R33,R0603,C21190
10nF,C26 C27 C28 C29,C0805,C1710
22uF 25V,C2 C3,CAPAE660X610N,C134761
100R,R1 R2,R0805,C17408
100R,R28 R30 R32 R34,R0603,C22775
TL074,IC5,SO14,C6963
